ID,disbursed_value,asset_cost,Loan to Value,branch_id,supplier_id,manufacturer_id,pincode,DOB,Emp_Type,DisbursalDate,Region_ID,Employee_code_ID,MobileNo_Avl_Flag,id1_flag,id2_flag,id3_flag,id4_flag,id5_flag,Bureau_Score,Score_Category,primary_accs,active_accs,overdue_accs,total_balance_outstanding,total_sanctioned_amount,total_disbursed_amount,secondary_accs,secondary_active_accs,secondary_overdue_accs,secondary_total_balance_outstanding,secondary_total_sanctioned_amount,secondary_total_disbursed_amount,primary_emi,seconday_emi,loans_6months,loabs_default_6months,acvg_loan_tenure,credit_hist_length,inquiries,default
558406,42874,63840,68.92,78,17014,45,2102,1/1/95,Salaried,5/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
596844,47773,63306,80.56,78,17014,45,2074,1/1/70,Salaried,22/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
431923,44779,62852,74.78,78,17014,45,2077,1/6/70,Salaried,10/8/18,4,1646,1,1,0,0,0,0,599,I-Medium Risk,5,2,1,34922,60000,60000,0,0,0,0,0,0,11759,0,1,1,0yrs 8mon,0yrs 11mon,1,0
463163,37939,64500,62.02,78,17014,45,2103,1/1/78,Salaried,25/8/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
525234,52428,67405,81.6,78,17014,45,2099,5/8/98,,21/9/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
639321,51428,64840,84.82,78,17014,45,2095,12/7/94,Salaried,30/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,4,0
465389,49458,62852,82.73,78,17014,45,2042,1/1/93,Salaried,26/8/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
628799,49973,63306,84.51,78,17014,45,2069,24/5/93,Salaried,27/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
446991,45769,66365,72.33,78,17014,45,2102,3/4/80,Salaried,18/8/18,4,1646,1,1,0,0,0,0,841,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3yrs 8mon,4yrs 2mon,0,0
593737,51653,63306,86.88,78,17014,45,2071,1/1/78,Salaried,21/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
426952,46809,59313,80.93,78,17014,45,2071,1/1/89,Salaried,8/8/18,4,1646,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,3391,25000,25000,0,0,0,0,0,0,1350,0,0,0,1yrs 10mon,1yrs 10mon,0,1
607849,54273,69067,83.98,78,17014,45,2102,1/1/90,Self employed,23/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
437494,41854,59300,74.2,78,17014,45,2103,1/1/69,Salaried,14/8/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
440053,46555,59313,82.61,78,17014,45,2101,1/1/81,Salaried,16/8/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
427136,48699,59313,84.13,78,17014,45,2094,5/5/95,Salaried,8/8/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
457531,49250,65269,77.37,78,17014,45,2095,1/1/88,Salaried,23/8/18,4,1646,1,1,0,0,0,0,653,F-Low Risk,1,1,0,27537,28196,28196,0,0,0,0,0,0,0,0,0,0,0yrs 7mon,0yrs 7mon,0,1
476624,50673,65269,81.2,78,17014,45,2099,1/1/72,Salaried,30/8/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
514635,50673,62577,84.7,78,17014,45,2079,1/1/62,Salaried,18/9/18,4,1646,1,1,0,0,0,0,763,B-Very Low Risk,3,2,0,2681,15749,15749,0,0,0,0,0,0,0,0,2,0,0yrs 6mon,0yrs 10mon,0,0
647432,50458,63896,84.51,78,17014,45,2070,1/1/77,Self employed,31/10/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
527890,42874,63800,68.97,78,17014,45,2103,1/1/96,Salaried,22/9/18,4,1646,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
531676,49683,62577,83.1,78,17014,45,2099,6/5/87,Salaried,24/9/18,4,1646,1,1,0,0,0,0,738,C-Very Low Risk,2,1,0,21323,26000,26000,0,0,0,0,0,0,2856,0,1,0,0yrs 8mon,1yrs 0mon,1,1
468999,36439,61865,59.81,34,15196,86,986,17/5/91,Self employed,28/8/18,6,1863,1,0,0,1,0,0,743,C-Very Low Risk,3,1,0,13785,56173,56173,0,0,0,0,0,0,4020,0,0,0,2yrs 1mon,5yrs 1mon,0,0
629049,74951,102945,74.02,34,23069,51,1051,1/8/90,Self employed,27/10/18,6,1863,1,1,0,0,0,0,783,B-Very Low Risk,2,1,0,21480,201381,201381,0,0,0,0,0,0,0,0,0,0,2yrs 8mon,2yrs 9mon,0,0
633425,46349,65687,71.55,34,15196,86,995,20/11/73,Salaried,28/10/18,6,1863,1,1,0,0,0,0,15,Not Scored: Sufficient History Not Available,1,1,0,5470,5470,5470,0,0,0,0,0,0,954,0,1,0,0yrs 0mon,0yrs 0mon,1,0
461951,51303,65060,79.93,34,15196,86,978,12/4/72,Salaried,24/8/18,6,1863,1,0,0,1,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,0,0yrs 6mon,0yrs 6mon,0,0
598830,58259,65687,89.82,34,15196,86,1051,7/12/82,Salaried,22/10/18,6,1863,1,1,0,0,0,0,772,B-Very Low Risk,8,4,0,3259073,3610215,3587762,0,0,0,0,0,0,30113,0,2,0,1yrs 5mon,6yrs 9mon,3,0
479174,40094,61865,65.79,34,15196,86,995,14/12/74,Self employed,30/8/18,6,1863,1,1,0,0,0,0,650,G-Low Risk,9,6,3,20196,351003,285648,0,0,0,0,0,0,0,0,2,1,3yrs 0mon,11yrs 0mon,0,0
651297,55259,65937,84.93,34,15196,86,1051,5/9/76,Salaried,31/10/18,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1475,0,0,0,0yrs 9mon,0yrs 9mon,0,0
488655,40394,65368,62.72,34,15196,86,992,4/5/96,Salaried,4/9/18,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,2,2,1,1171994,1690000,1690000,1090,9382,0,0,3yrs 1mon,5yrs 0mon,0,0
445234,53578,68870,79.13,34,15196,86,992,1/6/76,Self employed,17/8/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
599286,58259,65687,89.82,34,15196,86,1067,1/6/83,Self employed,22/10/18,6,1863,1,1,0,0,0,0,836,A-Very Low Risk,2,0,0,0,0,0,0,0,0,0,0,0,2597,0,0,0,1yrs 10mon,1yrs 11mon,0,0
601384,49349,65690,76.12,34,15196,86,1060,3/6/78,Self employed,22/10/18,6,1863,1,1,0,0,0,0,792,B-Very Low Risk,3,2,0,974963,1260000,1260000,0,0,0,0,0,0,19740,0,0,0,7yrs 3mon,11yrs 2mon,0,0
474338,44749,61865,73.39,34,15196,86,992,10/7/76,Self employed,29/8/18,6,1863,1,1,0,0,0,0,792,B-Very Low Risk,10,2,0,1420891,1776733,1776733,0,0,0,0,0,0,31311,0,0,0,2yrs 3mon,4yrs 1mon,0,0
474531,43394,66068,66.6,34,15196,86,1067,14/1/93,Self employed,29/8/18,6,1863,1,1,0,0,0,0,707,D-Very Low Risk,10,5,0,145434,180522,180522,0,0,0,0,0,0,19485,0,4,0,0yrs 4mon,0yrs 9mon,1,0
574161,58259,66068,89.3,34,15196,86,978,1/1/74,Self employed,13/10/18,6,1863,1,1,0,0,0,0,738,C-Very Low Risk,3,1,0,7493,14990,14990,0,0,0,0,0,0,0,0,1,0,0yrs 9mon,1yrs 1mon,0,0
451780,42394,61917,69.45,34,15196,86,992,3/3/90,Self employed,21/8/18,6,1863,1,1,0,0,0,0,606,H-Medium Risk,12,7,1,1074066,1353681,1341560,0,0,0,0,0,0,1565,0,4,1,0yrs 10mon,2yrs 2mon,0,1
521998,74122,103060,72.77,34,15196,86,974,1/12/63,Self employed,20/9/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
598020,51003,65687,78.71,34,15196,86,992,1/4/81,Self employed,22/10/18,6,1863,1,1,0,0,0,0,738,C-Very Low Risk,2,2,0,13163,31251,31251,0,0,0,0,0,0,0,0,2,0,0yrs 3mon,0yrs 3mon,0,0
596745,56259,67714,84.18,34,15196,86,1051,10/12/92,Self employed,21/10/18,6,1863,1,1,0,0,0,0,684,E-Low Risk,3,1,0,13000,13000,13000,0,0,0,0,0,0,3286,0,1,0,0yrs 4mon,0yrs 6mon,0,1
501382,57959,69819,84.07,34,15196,86,1030,1/1/70,Self employed,12/9/18,6,1863,1,1,0,0,0,0,300,M-Very High Risk,4,2,1,1882,344000,344000,0,0,0,0,0,0,73263,0,0,0,3yrs 4mon,6yrs 6mon,0,1
627291,51003,97908,52.8,34,23069,51,992,1/1/71,Self employed,26/10/18,6,1863,1,1,0,0,0,0,758,C-Very Low Risk,2,1,0,14800,37000,37000,0,0,0,0,0,0,3700,0,1,0,0yrs 11mon,1yrs 7mon,0,0
508467,50303,65368,78.02,34,15196,86,988,21/8/93,Self employed,15/9/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
551505,51103,71524,72.42,34,15196,86,992,23/10/70,Salaried,30/9/18,6,1863,1,0,0,0,1,0,836,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,1yrs 7mon,0,0
596072,44449,72375,62.31,34,15196,86,989,1/1/64,Self employed,21/10/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
530577,53403,69542,77.79,34,15196,86,1051,20/11/70,Self employed,23/9/18,6,1863,1,1,0,0,0,0,746,C-Very Low Risk,2,1,0,1417805,1600000,1600000,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,2yrs 2mon,0,0
480879,51888,61865,85,34,15196,86,995,8/2/65,Self employed,31/8/18,6,1863,1,1,0,0,0,0,829,A-Very Low Risk,8,4,0,5,247505,159579,0,0,0,0,0,0,0,0,0,0,4yrs 7mon,19yrs 3mon,0,0
579528,44622,69863,64.41,34,15196,86,992,13/11/94,Salaried,15/10/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
450504,54303,61865,88.9,34,15196,86,1051,11/6/80,Self employed,20/8/18,6,1863,1,1,0,0,0,0,671,F-Low Risk,11,9,0,684483,741632,741632,3,3,0,5787530,6425000,6425000,7230,0,9,0,0yrs 4mon,1yrs 3mon,0,0
522580,54822,65368,85,34,15196,86,992,1/6/78,Self employed,20/9/18,6,1863,1,1,0,0,0,0,729,D-Very Low Risk,10,7,0,191878,510247,518333,0,0,0,0,0,0,12309,0,2,0,1yrs 8mon,5yrs 10mon,0,0
550621,44849,65368,69.61,34,15196,86,1045,6/12/94,Salaried,29/9/18,6,1863,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1882,0,0,0,0yrs 6mon,0yrs 6mon,0,0
444917,40394,61865,66.27,34,15196,86,1050,21/8/94,Salaried,17/8/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
448442,50003,63749,79.53,34,15196,86,992,30/8/83,Salaried,18/8/18,6,1863,1,1,0,0,0,0,763,B-Very Low Risk,1,1,0,0,20880,20880,0,0,0,0,0,0,0,0,0,0,0yrs 11mon,0yrs 11mon,0,0
537614,22574,48610,47.32,34,23069,51,992,1/1/59,Self employed,26/9/18,6,1863,1,1,0,0,0,0,879,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4yrs 7mon,4yrs 7mon,0,0
474933,36789,61895,60.34,34,15196,86,992,28/12/78,Self employed,29/8/18,6,1863,1,1,0,0,0,0,738,C-Very Low Risk,4,2,0,42916,60000,60000,0,0,0,0,0,0,0,0,2,0,0yrs 6mon,1yrs 1mon,0,0
579661,46149,65687,71.25,34,15196,86,1055,10/5/83,Self employed,15/10/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
594585,56759,78015,73.7,34,15196,86,992,22/12/95,Salaried,21/10/18,6,1863,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
468127,44394,60520,74.36,34,23069,51,1051,6/4/78,Self employed,28/8/18,6,1863,1,1,0,0,0,0,753,C-Very Low Risk,7,4,0,1241718,1397999,1397999,0,0,0,0,0,0,0,0,3,0,1yrs 1mon,3yrs 11mon,0,0
541538,57859,65368,89.65,130,15218,86,1044,1/2/57,Self employed,27/9/18,6,1570,1,1,0,0,0,0,739,C-Very Low Risk,2,1,0,413200,35441,35441,0,0,0,0,0,0,286,0,1,0,0yrs 5mon,0yrs 10mon,0,0
487087,42454,59115,74.43,130,20520,45,1045,4/1/94,Salaried,3/9/18,6,1570,1,0,0,1,0,0,763,B-Very Low Risk,2,1,0,0,14990,14990,0,0,0,0,0,0,0,0,0,0,1yrs 1mon,1yrs 5mon,0,0
631071,44599,66373,69.31,130,15118,45,1060,1/1/77,Salaried,27/10/18,6,1570,1,1,0,0,0,0,709,D-Very Low Risk,2,1,0,8692,8692,8692,0,0,0,0,0,0,1602,0,1,0,0yrs 9mon,1yrs 7mon,0,0
583604,44895,66641,69.78,130,21156,86,1051,1/6/70,Self employed,16/10/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
546084,61713,69468,89.97,130,22637,86,1043,28/7/60,Self employed,28/9/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
542059,50203,67394,76.42,130,15196,86,1046,26/5/93,Salaried,27/9/18,6,1570,1,0,0,1,0,0,657,F-Low Risk,1,1,0,52909,58000,58000,0,0,0,0,0,0,2082,0,1,0,0yrs 4mon,0yrs 4mon,0,0
609616,73023,102462,73.1,130,20700,48,1050,1/1/95,Salaried,24/10/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
498430,48996,62188,81.53,130,15218,86,974,13/5/96,Self employed,10/9/18,6,1570,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
540067,53303,67394,80.13,130,15218,86,974,16/12/76,Salaried,26/9/18,6,1570,1,0,0,1,0,0,709,D-Very Low Risk,4,2,0,300527,448990,448990,0,0,0,0,0,0,10721,0,1,0,2yrs 7mon,4yrs 1mon,0,0
421853,45349,54270,86.6,130,22637,86,1045,31/5/84,Salaried,4/8/18,6,1570,1,1,0,0,0,0,743,C-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0yrs 9mon,0yrs 9mon,0,0
554531,53759,69502,79.28,130,21156,86,1063,1/6/83,Salaried,3/10/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
608704,57613,65215,89.86,130,22637,86,1043,8/9/93,Salaried,23/10/18,6,1570,1,0,0,1,0,0,738,C-Very Low Risk,2,2,0,35078,71900,71900,0,0,0,0,0,0,0,0,1,0,0yrs 7mon,0yrs 11mon,0,0
615398,54900,66636,85,130,15196,86,1047,4/5/57,Self employed,24/10/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,1
546418,59847,67694,89.96,130,22637,86,995,28/4/86,Self employed,28/9/18,6,1570,1,1,0,0,0,0,602,H-Medium Risk,5,4,1,1695692,2186275,2186275,0,0,0,0,0,0,2017,0,2,1,0yrs 7mon,1yrs 6mon,0,0
647023,47849,66636,74.28,130,15218,86,1044,22/9/79,Self employed,31/10/18,6,1570,1,0,0,1,0,0,635,G-Low Risk,1,1,0,171164,154000,154000,0,0,0,0,0,0,0,0,0,0,0yrs 9mon,0yrs 9mon,0,0
478968,48323,59115,85,130,20520,45,1044,1/6/73,Self employed,30/8/18,6,1570,1,1,0,0,0,0,630,H-Medium Risk,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1yrs 7mon,2yrs 4mon,1,0
419837,50303,62188,83.62,130,21156,86,977,17/12/88,Self employed,3/8/18,6,1570,1,1,0,0,0,0,628,H-Medium Risk,1,1,0,198482,200000,200000,0,0,0,0,0,0,0,0,1,0,0yrs 4mon,0yrs 4mon,1,0
620937,50303,69498,74.82,130,15196,86,1048,1/1/82,Self employed,25/10/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
608740,55013,65626,86.86,130,22637,86,984,25/12/68,Self employed,23/10/18,6,1570,1,0,0,1,0,0,766,B-Very Low Risk,5,1,0,282177,415000,415000,0,0,0,0,0,0,3823,0,0,0,2yrs 1mon,4yrs 10mon,0,0
462596,69597,96230,74.82,130,18312,51,1037,1/6/58,Salaried,24/8/18,6,1570,1,0,0,1,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
632676,51553,66636,79.54,130,22637,86,1043,1/6/72,Self employed,27/10/18,6,1570,1,1,0,0,0,0,825,A-Very Low Risk,1,0,0,0,0,0,0,0,0,0,0,0,1934,0,0,0,0yrs 6mon,0yrs 6mon,0,1
438257,54159,62188,89.89,130,21156,86,1043,8/10/76,Self employed,14/8/18,6,1570,1,1,0,0,0,0,0,No Bureau History Available,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0yrs 0mon,0yrs 0mon,0,0
620494,51553,66636,79.54,130,22637,86,1047,23/1/81,Self employed,25/10/18,6,1570,1,1,0,0,0,0,809,A-Very Low Risk,9,4,0,941783,1311415,1244559,0,0,0,0,0,0,465614,0,0,0,1yrs 8mon,5yrs 6mon,0,0
